path,label,photo_id
data/synth_squares/img/sq_03289_Q.png,Q,synth_051
data/squares/empty/048_c1.png,empty,048
data/squares/empty/047_h1.png,empty,047
data/squares/B/037_d3.png,B,037
data/squares/empty/069_e1.png,empty,069
data/synth_squares/img/sq_02311_R.png,R,synth_036
data/squares/B/004_b8.png,B,004
data/synth_squares/img/sq_00906_P.png,P,synth_014
data/synth_squares/img/sq_00075_Q.png,Q,synth_001
data/synth_squares/img/sq_03554_b.png,b,synth_055
data/synth_squares/img/sq_03545_q.png,q,synth_055
data/squares/empty/006_f8.png,empty,006
data/squares/empty/044_b1.png,empty,044
data/squares/p/056_f7.png,p,056
data/squares/empty/041_d5.png,empty,041
data/squares/B/046_b8.png,B,046
data/squares/empty/053_c8.png,empty,053
data/squares/empty/006_e4.png,empty,006
data/squares/empty/000_a1.png,empty,000
data/squares/empty/034_f1.png,empty,034
data/synth_squares/img/sq_01856_Q.png,Q,synth_029
data/squares/b/013_c3.png,b,013
data/squares/empty/027_g1.png,empty,027
data/squares/empty/013_f2.png,empty,013
data/synth_squares/img/sq_02944_Q.png,Q,synth_046
data/synth_squares/img/sq_00650_B.png,B,synth_010
data/squares/empty/041_h6.png,empty,041
data/synth_squares/img/sq_03408_B.png,B,synth_053
data/squares/empty/059_b5.png,empty,059
data/synth_squares/img/sq_01348_B.png,B,synth_021
data/synth_squares/img/sq_03574_Q.png,Q,synth_055
data/synth_squares/img/sq_03746_B.png,B,synth_058
data/squares/empty/062_c6.png,empty,062
data/synth_squares/img/sq_00547_p.png,p,synth_008
data/squares/empty/032_b3.png,empty,032
data/synth_squares/img/sq_00057_N.png,N,synth_000
data/squares/K/022_f6.png,K,022
data/squares/empty/034_h6.png,empty,034
data/synth_squares/img/sq_02105_n.png,n,synth_032
data/squares/empty/073_b3.png,empty,073
data/synth_squares/img/sq_02687_Q.png,Q,synth_041
data/squares/empty/074_a5.png,empty,074
data/squares/empty/033_d1.png,empty,033
data/synth_squares/img/sq_02629_B.png,B,synth_041
data/squares/empty/021_b2.png,empty,021
data/synth_squares/img/sq_00637_P.png,P,synth_009
data/synth_squares/img/sq_02143_empty.png,empty,synth_033
data/squares/Q/018_d8.png,Q,018
data/synth_squares/img/sq_01095_P.png,P,synth_017
data/synth_squares/img/sq_01898_N.png,N,synth_029
data/synth_squares/img/sq_01501_B.png,B,synth_023
data/squares/empty/053_c5.png,empty,053
data/synth_squares/img/sq_01204_N.png,N,synth_018
data/synth_squares/img/sq_00881_empty.png,empty,synth_013
data/squares/empty/024_b6.png,empty,024
data/squares/empty/025_c4.png,empty,025
data/synth_squares/img/sq_02896_empty.png,empty,synth_045
data/squares/empty/008_f7.png,empty,008
data/squares/empty/010_c4.png,empty,010
data/synth_squares/img/sq_02248_n.png,n,synth_035
data/squares/empty/056_c1.png,empty,056
data/synth_squares/img/sq_00437_p.png,p,synth_006
data/synth_squares/img/sq_03648_n.png,n,synth_057
data/synth_squares/img/sq_01847_Q.png,Q,synth_028
data/squares/empty/064_g8.png,empty,064
data/squares/empty/055_d1.png,empty,055
data/squares/empty/015_c7.png,empty,015
data/squares/empty/016_a7.png,empty,016
data/synth_squares/img/sq_02775_P.png,P,synth_043
data/synth_squares/img/sq_02639_p.png,p,synth_041
data/synth_squares/img/sq_00603_empty.png,empty,synth_009
data/synth_squares/img/sq_01203_q.png,q,synth_018
data/synth_squares/img/sq_02327_P.png,P,synth_036
data/squares/empty/033_h5.png,empty,033
data/synth_squares/img/sq_02943_B.png,B,synth_045
data/squares/n/064_a5.png,n,064
data/synth_squares/img/sq_00487_K.png,K,synth_007
data/squares/empty/001_b1.png,empty,001
data/squares/empty/028_b5.png,empty,028
data/squares/empty/042_h7.png,empty,042
data/synth_squares/img/sq_03749_B.png,B,synth_058
data/squares/empty/024_c5.png,empty,024
data/synth_squares/img/sq_02385_n.png,n,synth_037
data/synth_squares/img/sq_00764_Q.png,Q,synth_011
data/squares/empty/058_f4.png,empty,058
data/synth_squares/img/sq_02414_n.png,n,synth_037
data/squares/empty/010_g1.png,empty,010
data/squares/empty/020_b5.png,empty,020
data/synth_squares/img/sq_01574_r.png,r,synth_024
data/synth_squares/img/sq_01671_P.png,P,synth_026
data/squares/empty/068_d2.png,empty,068
data/squares/empty/041_g8.png,empty,041
data/synth_squares/img/sq_00518_P.png,P,synth_008
data/synth_squares/img/sq_01990_P.png,P,synth_031
data/synth_squares/img/sq_00926_r.png,r,synth_014
data/synth_squares/img/sq_01199_k.png,k,synth_018
data/squares/empty/006_h5.png,empty,006
data/synth_squares/img/sq_01829_q.png,q,synth_028
data/synth_squares/img/sq_00238_Q.png,Q,synth_003
data/synth_squares/img/sq_01675_P.png,P,synth_026
data/synth_squares/img/sq_03091_n.png,n,synth_048
data/synth_squares/img/sq_01994_n.png,n,synth_031
data/synth_squares/img/sq_00151_p.png,p,synth_002
data/squares/empty/004_h1.png,empty,004
data/squares/empty/003_a6.png,empty,003
data/synth_squares/img/sq_03339_k.png,k,synth_052
data/synth_squares/img/sq_03218_n.png,n,synth_050
data/squares/empty/011_a3.png,empty,011
data/synth_squares/img/sq_01897_n.png,n,synth_029
data/synth_squares/img/sq_00744_b.png,b,synth_011
data/squares/empty/011_h2.png,empty,011
data/synth_squares/img/sq_00867_empty.png,empty,synth_013
data/synth_squares/img/sq_02170_r.png,r,synth_033
data/synth_squares/img/sq_02821_p.png,p,synth_044
data/synth_squares/img/sq_00866_q.png,q,synth_013
data/synth_squares/img/sq_03386_Q.png,Q,synth_052
data/synth_squares/img/sq_02398_K.png,K,synth_037
data/squares/empty/004_c1.png,empty,004
data/synth_squares/img/sq_01334_r.png,r,synth_020
data/squares/empty/060_f5.png,empty,060
data/synth_squares/img/sq_03595_N.png,N,synth_056
data/squares/empty/046_d1.png,empty,046
data/synth_squares/img/sq_03616_n.png,n,synth_056
data/squares/empty/019_b5.png,empty,019
data/squares/empty/007_h7.png,empty,007
data/squares/empty/005_a5.png,empty,005
data/synth_squares/img/sq_00302_n.png,n,synth_004
data/squares/K/038_e4.png,K,038
data/synth_squares/img/sq_03102_q.png,q,synth_048
data/squares/empty/035_a8.png,empty,035
data/squares/empty/067_g2.png,empty,067
data/synth_squares/img/sq_00412_q.png,q,synth_006
data/synth_squares/img/sq_01465_r.png,r,synth_022
data/squares/empty/026_h4.png,empty,026
data/squares/B/001_b8.png,B,001
data/squares/empty/025_c2.png,empty,025
data/synth_squares/img/sq_02565_N.png,N,synth_040
data/synth_squares/img/sq_02601_empty.png,empty,synth_040
data/squares/p/009_d3.png,p,009
data/squares/r/004_c5.png,r,004
data/squares/empty/009_b2.png,empty,009
data/squares/empty/043_h3.png,empty,043
data/synth_squares/img/sq_02757_B.png,B,synth_043
data/squares/empty/030_e3.png,empty,030
data/squares/empty/049_c5.png,empty,049
data/squares/empty/041_g6.png,empty,041
data/squares/empty/031_h5.png,empty,031
data/squares/empty/005_c2.png,empty,005
data/synth_squares/img/sq_02526_K.png,K,synth_039
data/synth_squares/img/sq_02555_N.png,N,synth_039
data/squares/empty/066_b3.png,empty,066
data/synth_squares/img/sq_03758_K.png,K,synth_058
data/synth_squares/img/sq_02430_r.png,r,synth_037
data/squares/p/062_f6.png,p,062
data/synth_squares/img/sq_00625_P.png,P,synth_009
data/synth_squares/img/sq_01356_P.png,P,synth_021
data/squares/empty/061_g2.png,empty,061
data/synth_squares/img/sq_00106_R.png,R,synth_001
data/squares/empty/048_g6.png,empty,048
data/squares/empty/059_h5.png,empty,059
data/squares/r/007_b1.png,r,007
data/squares/empty/068_h7.png,empty,068
data/squares/empty/048_b2.png,empty,048
data/squares/empty/045_g6.png,empty,045
data/squares/empty/048_b1.png,empty,048
data/synth_squares/img/sq_00220_q.png,q,synth_003
data/synth_squares/img/sq_03444_B.png,B,synth_053
data/synth_squares/img/sq_01099_R.png,R,synth_017
data/synth_squares/img/sq_00342_b.png,b,synth_005
data/synth_squares/img/sq_03309_b.png,b,synth_051
data/synth_squares/img/sq_00122_K.png,K,synth_001
data/squares/empty/070_f6.png,empty,070
data/squares/empty/021_h8.png,empty,021
data/synth_squares/img/sq_01319_R.png,R,synth_020
data/squares/empty/056_d7.png,empty,056
data/synth_squares/img/sq_00556_k.png,k,synth_008
data/squares/empty/060_a3.png,empty,060
data/squares/empty/002_d4.png,empty,002
data/squares/empty/014_a2.png,empty,014
data/squares/empty/053_b2.png,empty,053
data/squares/B/039_h8.png,B,039
data/squares/empty/048_f7.png,empty,048
data/squares/empty/027_h4.png,empty,027
data/squares/empty/027_c4.png,empty,027
data/synth_squares/img/sq_02238_r.png,r,synth_034
data/synth_squares/img/sq_03830_R.png,R,synth_059
data/synth_squares/img/sq_01973_K.png,K,synth_030
data/squares/empty/047_e2.png,empty,047
data/squares/empty/043_a4.png,empty,043
data/synth_squares/img/sq_01140_b.png,b,synth_017
data/synth_squares/img/sq_01870_b.png,b,synth_029
data/squares/empty/062_h8.png,empty,062
data/squares/empty/065_h2.png,empty,065
data/synth_squares/img/sq_00452_N.png,N,synth_007
data/squares/empty/067_h1.png,empty,067
data/synth_squares/img/sq_01134_empty.png,empty,synth_017
data/synth_squares/img/sq_02577_K.png,K,synth_040
data/synth_squares/img/sq_02885_P.png,P,synth_045
data/synth_squares/img/sq_03229_empty.png,empty,synth_050
data/squares/empty/039_e4.png,empty,039
data/squares/r/048_d3.png,r,048
data/synth_squares/img/sq_03375_P.png,P,synth_052
data/squares/empty/065_d6.png,empty,065
data/synth_squares/img/sq_02616_n.png,n,synth_040
data/squares/empty/035_d3.png,empty,035
data/synth_squares/img/sq_00552_b.png,b,synth_008
data/synth_squares/img/sq_03061_Q.png,Q,synth_047
data/squares/empty/031_f7.png,empty,031
data/synth_squares/img/sq_03434_q.png,q,synth_053
data/squares/empty/009_g8.png,empty,009
data/synth_squares/img/sq_00496_k.png,k,synth_007
data/synth_squares/img/sq_00166_P.png,P,synth_002
data/squares/P/035_a4.png,P,035
data/squares/empty/020_c1.png,empty,020
data/squares/empty/052_e7.png,empty,052
data/synth_squares/img/sq_00364_k.png,k,synth_005
data/synth_squares/img/sq_03254_b.png,b,synth_050
data/synth_squares/img/sq_02470_K.png,K,synth_038
data/synth_squares/img/sq_01640_p.png,p,synth_025
data/squares/empty/046_c5.png,empty,046
data/squares/empty/044_h5.png,empty,044
data/squares/empty/068_f8.png,empty,068
data/squares/empty/071_b1.png,empty,071
data/squares/empty/068_b3.png,empty,068
data/synth_squares/img/sq_00882_empty.png,empty,synth_013
data/squares/empty/063_a4.png,empty,063
data/synth_squares/img/sq_00617_b.png,b,synth_009
data/squares/empty/043_b5.png,empty,043
data/squares/empty/023_h7.png,empty,023
data/synth_squares/img/sq_00837_r.png,r,synth_013
data/synth_squares/img/sq_02346_n.png,n,synth_036
data/synth_squares/img/sq_03836_R.png,R,synth_059
data/synth_squares/img/sq_00486_empty.png,empty,synth_007
data/synth_squares/img/sq_02859_empty.png,empty,synth_044
data/synth_squares/img/sq_02375_k.png,k,synth_037
data/synth_squares/img/sq_02648_empty.png,empty,synth_041
data/squares/empty/042_c5.png,empty,042
data/synth_squares/img/sq_03026_N.png,N,synth_047
data/squares/empty/001_d2.png,empty,001
data/squares/empty/067_a7.png,empty,067
data/squares/empty/064_a3.png,empty,064
data/synth_squares/img/sq_03052_R.png,R,synth_047
data/synth_squares/img/sq_03300_k.png,k,synth_051
data/squares/empty/032_h7.png,empty,032
data/squares/N/059_b2.png,N,059
data/synth_squares/img/sq_01785_K.png,K,synth_027
data/squares/empty/005_c4.png,empty,005
data/synth_squares/img/sq_02844_b.png,b,synth_044
data/squares/empty/020_e5.png,empty,020
data/synth_squares/img/sq_02308_R.png,R,synth_036
data/synth_squares/img/sq_03674_p.png,p,synth_057
data/squares/empty/005_f8.png,empty,005
data/squares/empty/033_b5.png,empty,033
data/synth_squares/img/sq_02343_n.png,n,synth_036
data/squares/empty/069_d5.png,empty,069
data/squares/empty/003_f4.png,empty,003
data/squares/empty/045_d7.png,empty,045
data/squares/empty/003_g4.png,empty,003
data/synth_squares/img/sq_01537_N.png,N,synth_024
data/squares/n/040_b7.png,n,040
data/squares/empty/074_e6.png,empty,074
data/squares/empty/038_b3.png,empty,038
data/synth_squares/img/sq_00975_B.png,B,synth_015
data/synth_squares/img/sq_02513_n.png,n,synth_039
data/squares/p/035_d6.png,p,035
data/synth_squares/img/sq_01584_R.png,R,synth_024
data/squares/k/067_d3.png,k,067
data/squares/empty/009_h5.png,empty,009
data/squares/empty/053_d3.png,empty,053
data/squares/empty/061_b1.png,empty,061
data/squares/empty/061_a2.png,empty,061
data/synth_squares/img/sq_00962_k.png,k,synth_015
data/synth_squares/img/sq_03563_q.png,q,synth_055
data/synth_squares/img/sq_00119_n.png,n,synth_001
data/squares/empty/032_f4.png,empty,032
data/squares/empty/008_d4.png,empty,008
data/synth_squares/img/sq_00341_k.png,k,synth_005
data/squares/empty/052_f3.png,empty,052
data/synth_squares/img/sq_01031_Q.png,Q,synth_016
data/squares/empty/037_f1.png,empty,037
data/squares/k/014_h1.png,k,014
data/synth_squares/img/sq_01280_B.png,B,synth_020
data/squares/empty/033_b3.png,empty,033
data/squares/empty/069_c6.png,empty,069
data/synth_squares/img/sq_02882_Q.png,Q,synth_045
data/synth_squares/img/sq_03425_n.png,n,synth_053
data/synth_squares/img/sq_03338_q.png,q,synth_052
data/synth_squares/img/sq_01673_k.png,k,synth_026
data/squares/empty/007_e7.png,empty,007
data/squares/P/018_f2.png,P,018
data/squares/empty/024_h2.png,empty,024
data/squares/empty/010_d6.png,empty,010
data/squares/empty/028_a3.png,empty,028
data/squares/r/007_g2.png,r,007
data/synth_squares/img/sq_02668_empty.png,empty,synth_041
data/synth_squares/img/sq_03231_p.png,p,synth_050
data/squares/empty/044_b2.png,empty,044
data/synth_squares/img/sq_01241_R.png,R,synth_019
data/synth_squares/img/sq_01920_Q.png,Q,synth_030
data/squares/empty/008_h3.png,empty,008
data/synth_squares/img/sq_02634_P.png,P,synth_041
data/synth_squares/img/sq_03747_n.png,n,synth_058
data/squares/empty/014_f7.png,empty,014
data/squares/empty/046_d2.png,empty,046
data/synth_squares/img/sq_02204_b.png,b,synth_034
data/squares/empty/042_c2.png,empty,042
data/synth_squares/img/sq_00130_R.png,R,synth_002
data/squares/empty/050_e7.png,empty,050
data/squares/empty/031_g4.png,empty,031
data/synth_squares/img/sq_02013_r.png,r,synth_031
data/squares/empty/000_h1.png,empty,000
data/squares/empty/031_b4.png,empty,031
data/synth_squares/img/sq_00654_b.png,b,synth_010
data/squares/p/021_g7.png,p,021
data/synth_squares/img/sq_02072_n.png,n,synth_032
data/squares/empty/007_f5.png,empty,007
data/synth_squares/img/sq_01637_q.png,q,synth_025
data/synth_squares/img/sq_00423_k.png,k,synth_006
data/synth_squares/img/sq_00054_N.png,N,synth_000
data/squares/empty/004_a6.png,empty,004
data/squares/empty/034_d5.png,empty,034
data/squares/n/073_e1.png,n,073
data/synth_squares/img/sq_01223_k.png,k,synth_019
data/synth_squares/img/sq_00495_p.png,p,synth_007
data/synth_squares/img/sq_02786_R.png,R,synth_043
data/squares/empty/020_e3.png,empty,020
data/squares/empty/057_c3.png,empty,057
data/squares/empty/026_f8.png,empty,026
data/squares/empty/013_g5.png,empty,013
data/squares/empty/030_g1.png,empty,030
data/synth_squares/img/sq_02878_Q.png,Q,synth_044
data/squares/empty/023_f7.png,empty,023
data/synth_squares/img/sq_01738_n.png,n,synth_027
data/squares/empty/069_a2.png,empty,069
data/synth_squares/img/sq_01553_r.png,r,synth_024
data/synth_squares/img/sq_01783_q.png,q,synth_027
data/squares/k/020_d7.png,k,020
data/squares/empty/011_f2.png,empty,011
data/synth_squares/img/sq_00990_P.png,P,synth_015
data/squares/empty/029_e2.png,empty,029
data/synth_squares/img/sq_03360_Q.png,Q,synth_052
data/synth_squares/img/sq_02782_k.png,k,synth_043
data/synth_squares/img/sq_01001_Q.png,Q,synth_015
data/squares/empty/018_a4.png,empty,018
data/synth_squares/img/sq_00205_p.png,p,synth_003
data/synth_squares/img/sq_03150_p.png,p,synth_049
data/synth_squares/img/sq_00052_empty.png,empty,synth_000
data/squares/empty/001_c2.png,empty,001
data/squares/b/070_c7.png,b,070
data/squares/empty/032_e5.png,empty,032
data/squares/B/065_b8.png,B,065
data/squares/empty/014_d1.png,empty,014
data/squares/r/039_d8.png,r,039
data/synth_squares/img/sq_01460_R.png,R,synth_022
data/synth_squares/img/sq_01227_n.png,n,synth_019
data/squares/empty/048_a6.png,empty,048
data/squares/empty/047_h5.png,empty,047
data/synth_squares/img/sq_03000_N.png,N,synth_046
data/squares/empty/014_g2.png,empty,014
data/synth_squares/img/sq_00318_N.png,N,synth_004
data/synth_squares/img/sq_03548_q.png,q,synth_055
data/squares/empty/019_h3.png,empty,019
data/synth_squares/img/sq_00081_K.png,K,synth_001
data/synth_squares/img/sq_00224_K.png,K,synth_003
data/synth_squares/img/sq_00508_p.png,p,synth_007
data/squares/empty/054_b5.png,empty,054
data/squares/empty/013_d2.png,empty,013
data/squares/empty/021_c4.png,empty,021
data/synth_squares/img/sq_00296_B.png,B,synth_004
data/synth_squares/img/sq_02425_n.png,n,synth_037
data/synth_squares/img/sq_00672_P.png,P,synth_010
data/synth_squares/img/sq_01765_k.png,k,synth_027
data/squares/empty/031_e7.png,empty,031
data/squares/empty/005_f1.png,empty,005
data/synth_squares/img/sq_02428_R.png,R,synth_037
data/synth_squares/img/sq_02527_empty.png,empty,synth_039
data/squares/empty/018_e3.png,empty,018
data/synth_squares/img/sq_03685_q.png,q,synth_057
data/squares/empty/016_a5.png,empty,016
data/squares/R/023_a4.png,R,023
data/squares/empty/042_b5.png,empty,042
data/squares/empty/022_f1.png,empty,022
data/synth_squares/img/sq_01910_P.png,P,synth_029
data/squares/R/023_d8.png,R,023
data/synth_squares/img/sq_03431_k.png,k,synth_053
data/squares/empty/015_c1.png,empty,015
data/synth_squares/img/sq_03215_P.png,P,synth_050
data/synth_squares/img/sq_02699_K.png,K,synth_042
data/squares/empty/050_d5.png,empty,050
data/squares/n/017_d7.png,n,017
data/squares/k/004_h8.png,k,004
data/squares/empty/019_c7.png,empty,019
data/squares/R/007_e2.png,R,007
data/squares/empty/060_g2.png,empty,060
data/squares/empty/035_b1.png,empty,035
data/synth_squares/img/sq_03037_N.png,N,synth_047
data/synth_squares/img/sq_00726_r.png,r,synth_011
data/synth_squares/img/sq_00986_p.png,p,synth_015
data/squares/empty/048_h2.png,empty,048
data/synth_squares/img/sq_03631_R.png,R,synth_056
data/squares/empty/037_c8.png,empty,037
data/squares/empty/026_a6.png,empty,026
data/squares/empty/041_g2.png,empty,041
data/squares/empty/055_b6.png,empty,055
data/squares/empty/060_e4.png,empty,060
data/squares/empty/005_f4.png,empty,005
data/squares/empty/037_b7.png,empty,037
data/synth_squares/img/sq_01556_B.png,B,synth_024
data/synth_squares/img/sq_02643_p.png,p,synth_041
data/synth_squares/img/sq_00433_n.png,n,synth_006
data/squares/empty/004_f6.png,empty,004
data/squares/empty/008_c5.png,empty,008
data/squares/empty/050_e2.png,empty,050
data/squares/empty/062_h5.png,empty,062
data/squares/empty/060_g4.png,empty,060
data/synth_squares/img/sq_02843_empty.png,empty,synth_044
data/squares/empty/046_e1.png,empty,046
data/synth_squares/img/sq_03899_N.png,N,synth_060
data/synth_squares/img/sq_03775_n.png,n,synth_058
data/synth_squares/img/sq_02033_B.png,B,synth_031
data/squares/empty/009_a6.png,empty,009
data/squares/empty/057_f4.png,empty,057
data/squares/empty/039_a5.png,empty,039
data/synth_squares/img/sq_01259_K.png,K,synth_019
data/synth_squares/img/sq_03073_Q.png,Q,synth_048
data/synth_squares/img/sq_00251_k.png,k,synth_003
data/synth_squares/img/sq_02725_p.png,p,synth_042
data/squares/empty/035_d7.png,empty,035
data/synth_squares/img/sq_01959_q.png,q,synth_030
data/squares/empty/062_d5.png,empty,062
data/squares/empty/067_a2.png,empty,067
data/squares/empty/059_a3.png,empty,059
data/synth_squares/img/sq_03707_Q.png,Q,synth_057
data/synth_squares/img/sq_00639_N.png,N,synth_009
data/synth_squares/img/sq_00344_p.png,p,synth_005
data/synth_squares/img/sq_00884_N.png,N,synth_013
data/squares/empty/005_d6.png,empty,005
data/squares/P/022_g7.png,P,022
data/squares/empty/021_h3.png,empty,021
data/squares/empty/036_h5.png,empty,036
data/squares/K/001_c3.png,K,001
data/synth_squares/img/sq_00367_B.png,B,synth_005
data/synth_squares/img/sq_03883_P.png,P,synth_060
data/synth_squares/img/sq_02964_R.png,R,synth_046
data/squares/empty/008_a2.png,empty,008
data/synth_squares/img/sq_00408_N.png,N,synth_006
data/synth_squares/img/sq_03739_p.png,p,synth_058
data/synth_squares/img/sq_01282_B.png,B,synth_020
data/synth_squares/img/sq_00835_Q.png,Q,synth_013
data/squares/empty/069_b5.png,empty,069
data/squares/empty/061_h2.png,empty,061
data/synth_squares/img/sq_00215_empty.png,empty,synth_003
data/synth_squares/img/sq_00234_K.png,K,synth_003
data/synth_squares/img/sq_02961_Q.png,Q,synth_046
data/synth_squares/img/sq_01981_B.png,B,synth_030
data/synth_squares/img/sq_02036_Q.png,Q,synth_031
data/synth_squares/img/sq_01609_k.png,k,synth_025
data/synth_squares/img/sq_03816_n.png,n,synth_059
data/synth_squares/img/sq_00156_b.png,b,synth_002
data/squares/B/033_e7.png,B,033
data/squares/empty/024_h5.png,empty,024
data/squares/empty/071_g3.png,empty,071
data/squares/empty/053_c3.png,empty,053
data/synth_squares/img/sq_03833_k.png,k,synth_059
data/squares/empty/034_c2.png,empty,034
data/squares/empty/058_a8.png,empty,058
data/squares/empty/026_e2.png,empty,026
data/squares/empty/056_e2.png,empty,056
data/synth_squares/img/sq_01162_B.png,B,synth_018
data/squares/empty/068_d5.png,empty,068
data/squares/empty/007_b2.png,empty,007
data/synth_squares/img/sq_03237_k.png,k,synth_050
data/squares/empty/029_a7.png,empty,029
data/squares/B/017_f4.png,B,017
data/squares/empty/011_b6.png,empty,011
data/squares/empty/044_e7.png,empty,044
data/squares/empty/046_f2.png,empty,046
data/squares/empty/013_a8.png,empty,013
data/synth_squares/img/sq_03709_B.png,B,synth_057
data/squares/empty/024_f8.png,empty,024
data/synth_squares/img/sq_00834_Q.png,Q,synth_013
data/synth_squares/img/sq_00391_n.png,n,synth_006
data/synth_squares/img/sq_01091_N.png,N,synth_017
data/squares/empty/068_b5.png,empty,068
data/synth_squares/img/sq_03228_p.png,p,synth_050
data/synth_squares/img/sq_02435_q.png,q,synth_038
data/synth_squares/img/sq_01288_n.png,n,synth_020
data/synth_squares/img/sq_02754_K.png,K,synth_043
data/squares/empty/025_h3.png,empty,025
